platform,job,algorithm,dataset,run,success,load_time,makespan,processing_time
libgrape-lite,j589647,BFS,graph500-28,r854264,true,0.0,63.223,0.388
libgrape-lite,j589647,BFS,graph500-28,r595872,true,0.0,63.365,0.436
libgrape-lite,j549478,LCC,graph500-28,r586087,true,0.0,134.023,63.526
libgrape-lite,j549478,LCC,graph500-28,r603294,true,0.0,135.82,64.422
libgrape-lite,j549478,LCC,graph500-28,r921577,true,0.0,134.658,64.09
libgrape-lite,j676040,WCC,graph500-30,r869608,true,0.001,356.167,6.458
libgrape-lite,j676040,WCC,graph500-30,r749200,true,0.001,355.017,6.416
libgrape-lite,j676040,WCC,graph500-30,r709757,true,0.001,275.082,6.386
libgrape-lite,j529063,CDLP,graph500-28,r734661,true,0.0,96.062,3.536
libgrape-lite,j529063,CDLP,graph500-28,r640396,true,0.0,67.176,3.541
libgrape-lite,j529063,CDLP,graph500-28,r668925,true,0.0,67.342,3.569
libgrape-lite,j491993,LCC,graph500-30,r576233,true,0.001,694.237,333.823
libgrape-lite,j491993,LCC,graph500-30,r765868,true,0.001,587.883,334.743
libgrape-lite,j491993,LCC,graph500-30,r697847,true,0.001,586.071,334.892
libgrape-lite,j582378,PR,graph500-29,r705630,true,0.001,145.631,9.378
libgrape-lite,j582378,PR,graph500-29,r824288,true,0.001,144.93,9.484
libgrape-lite,j582378,PR,graph500-29,r653064,true,0.001,145.449,9.449
libgrape-lite,j915140,WCC,datagen-sf10k-fb,r891041,true,0.0,53.557,0.915
libgrape-lite,j915140,WCC,datagen-sf10k-fb,r789852,true,0.0,53.533,0.912
libgrape-lite,j915140,WCC,datagen-sf10k-fb,r871364,true,0.0,53.724,0.92
libgrape-lite,j811759,PR,datagen-8_3-zf,r616884,true,0.0,47.479,0.3
libgrape-lite,j811759,PR,datagen-8_3-zf,r608040,true,0.0,47.36,0.302
libgrape-lite,j811759,PR,datagen-8_3-zf,r691424,true,0.0,46.747,0.303
libgrape-lite,j795840,PR,datagen-8_4-fb,r630893,true,0.0,7.365,0.291
libgrape-lite,j795840,PR,datagen-8_4-fb,r879541,true,0.0,7.447,0.297
libgrape-lite,j795840,PR,datagen-8_4-fb,r586689,true,0.0,7.4,0.283
libgrape-lite,j494510,SSSP,datagen-8_3-zf,r796964,true,0.0,47.092,0.179
libgrape-lite,j494510,SSSP,datagen-8_3-zf,r607427,true,0.0,51.06,0.174
libgrape-lite,j494510,SSSP,datagen-8_3-zf,r640063,true,0.0,47.292,0.171
libgrape-lite,j763692,PR,datagen-8_0-fb,r500832,true,0.001,5.155,0.147
libgrape-lite,j763692,PR,datagen-8_0-fb,r892253,true,0.001,5.678,0.15
libgrape-lite,j763692,PR,datagen-8_0-fb,r917374,true,0.001,5.177,0.155
libgrape-lite,j501079,BFS,graph500-24,r671406,true,0.0,10.137,0.059
libgrape-lite,j501079,BFS,graph500-24,r823488,true,0.0,10.135,0.055
libgrape-lite,j501079,BFS,graph500-24,r548915,true,0.0,10.072,0.055
libgrape-lite,j763794,LCC,datagen-8_0-fb,r797477,true,0.001,5.581,0.485
libgrape-lite,j763794,LCC,datagen-8_0-fb,r884740,true,0.001,5.421,0.537
libgrape-lite,j763794,LCC,datagen-8_0-fb,r621154,true,0.001,5.476,0.481
libgrape-lite,j663182,PR,datagen-8_2-zf,r523524,true,0.0,39.833,0.263
libgrape-lite,j663182,PR,datagen-8_2-zf,r846215,true,0.0,39.258,0.271
libgrape-lite,j663182,PR,datagen-8_2-zf,r677218,true,0.0,39.455,0.275
libgrape-lite,j616817,WCC,datagen-8_3-zf,r838076,true,0.0,40.312,0.105
libgrape-lite,j616817,WCC,datagen-8_3-zf,r578807,true,0.0,44.713,0.1
libgrape-lite,j616817,WCC,datagen-8_3-zf,r632504,true,0.0,40.57,0.098
libgrape-lite,j761705,CDLP,graph500-23,r604222,true,0.0,7.043,0.166
libgrape-lite,j761705,CDLP,graph500-23,r896638,true,0.0,7.045,0.154
libgrape-lite,j761705,CDLP,graph500-23,r817656,true,0.0,7.814,0.158
libgrape-lite,j499360,BFS,datagen-8_2-zf,r836171,true,0.0,34.184,0.148
libgrape-lite,j499360,BFS,datagen-8_2-zf,r822522,true,0.0,34.137,0.13
libgrape-lite,j499360,BFS,datagen-8_2-zf,r671529,true,0.0,34.18,0.151
libgrape-lite,j570199,BFS,graph500-23,r621132,true,0.0,6.84,0.037
libgrape-lite,j570199,BFS,graph500-23,r544157,true,0.0,6.742,0.037
libgrape-lite,j570199,BFS,graph500-23,r624297,true,0.0,6.852,0.036
libgrape-lite,j461778,WCC,graph500-24,r683683,true,0.0,10.216,0.107
libgrape-lite,j461778,WCC,graph500-24,r662026,true,0.0,10.083,0.113
libgrape-lite,j461778,WCC,graph500-24,r525303,true,0.0,11.558,0.111
libgrape-lite,j764906,WCC,datagen-8_1-fb,r846352,true,0.0,5.168,0.041
libgrape-lite,j764906,WCC,datagen-8_1-fb,r489976,true,0.0,5.157,0.044
libgrape-lite,j764906,WCC,datagen-8_1-fb,r831892,true,0.0,5.121,0.041
libgrape-lite,j900600,PR,datagen-8_1-fb,r740283,true,0.0,5.402,0.185
libgrape-lite,j900600,PR,datagen-8_1-fb,r575693,true,0.0,5.448,0.17
libgrape-lite,j900600,PR,datagen-8_1-fb,r793698,true,0.0,5.493,0.174
libgrape-lite,j549528,LCC,graph500-24,r588713,true,0.0,16.653,4.16
libgrape-lite,j549528,LCC,graph500-24,r755037,true,0.0,15.206,4.072
libgrape-lite,j549528,LCC,graph500-24,r500568,true,0.0,15.321,4.115
libgrape-lite,j889989,LCC,datagen-8_4-fb,r901436,true,0.0,8.28,1.136
libgrape-lite,j889989,LCC,datagen-8_4-fb,r624635,true,0.0,8.239,1.159
libgrape-lite,j889989,LCC,datagen-8_4-fb,r825995,true,0.0,9.345,1.174
libgrape-lite,j525456,PR,graph500-23,r679894,true,0.0,7.643,0.262
libgrape-lite,j525456,PR,graph500-23,r905465,true,0.0,7.774,0.265
libgrape-lite,j525456,PR,graph500-23,r676434,true,0.0,7.592,0.257
libgrape-lite,j866803,CDLP,datagen-8_0-fb,r653395,true,0.001,5.02,0.202
libgrape-lite,j866803,CDLP,datagen-8_0-fb,r487161,true,0.001,5.075,0.198
libgrape-lite,j866803,CDLP,datagen-8_0-fb,r775288,true,0.001,5.059,0.2
libgrape-lite,j783791,CDLP,datagen-8_2-zf,r545577,true,0.0,34.652,0.349
libgrape-lite,j783791,CDLP,datagen-8_2-zf,r582905,true,0.0,35.064,0.344
libgrape-lite,j783791,CDLP,datagen-8_2-zf,r542938,true,0.0,34.754,0.353
libgrape-lite,j544055,SSSP,datagen-8_4-fb,r494605,true,0.0,8.571,0.069
libgrape-lite,j544055,SSSP,datagen-8_4-fb,r565465,true,0.0,8.437,0.065
libgrape-lite,j544055,SSSP,datagen-8_4-fb,r470098,true,0.0,12.089,0.071
libgrape-lite,j632071,CDLP,datagen-8_1-fb,r900718,true,0.0,5.369,0.232
libgrape-lite,j632071,CDLP,datagen-8_1-fb,r823009,true,0.0,5.321,0.23
libgrape-lite,j632071,CDLP,datagen-8_1-fb,r873026,true,0.0,5.373,0.236
libgrape-lite,j507566,CDLP,datagen-8_4-fb,r607107,true,0.0,7.11,0.407
libgrape-lite,j507566,CDLP,datagen-8_4-fb,r878626,true,0.0,7.18,0.401
libgrape-lite,j507566,CDLP,datagen-8_4-fb,r875756,true,0.0,7.183,0.406
libgrape-lite,j489492,PR,graph500-24,r885152,true,0.0,11.458,0.482
libgrape-lite,j489492,PR,graph500-24,r745031,true,0.0,11.487,0.474
libgrape-lite,j489492,PR,graph500-24,r484785,true,0.0,11.625,0.464
libgrape-lite,j876020,BFS,datagen-8_1-fb,r705724,true,0.0,5.104,0.028
libgrape-lite,j876020,BFS,datagen-8_1-fb,r910555,true,0.0,5.187,0.024
libgrape-lite,j876020,BFS,datagen-8_1-fb,r832295,true,0.0,5.675,0.024
libgrape-lite,j845382,CDLP,graph500-24,r621439,true,0.0,10.47,0.395
libgrape-lite,j845382,CDLP,graph500-24,r622460,true,0.0,10.543,0.4
libgrape-lite,j845382,CDLP,graph500-24,r519322,true,0.0,10.532,0.394
libgrape-lite,j499454,LCC,datagen-8_3-zf,r580158,true,0.0,46.052,0.265
libgrape-lite,j499454,LCC,datagen-8_3-zf,r778164,true,0.0,50.787,0.265
libgrape-lite,j499454,LCC,datagen-8_3-zf,r681198,true,0.0,46.838,0.265
libgrape-lite,j681322,LCC,datagen-8_1-fb,r875505,true,0.0,5.934,0.584
libgrape-lite,j681322,LCC,datagen-8_1-fb,r908399,true,0.0,6.534,0.604
libgrape-lite,j681322,LCC,datagen-8_1-fb,r735396,true,0.0,5.964,0.596
libgrape-lite,j540426,BFS,datagen-8_4-fb,r828358,true,0.0,6.66,0.035
libgrape-lite,j540426,BFS,datagen-8_4-fb,r588698,true,0.0,6.703,0.034
libgrape-lite,j540426,BFS,datagen-8_4-fb,r737605,true,0.0,7.784,0.04
libgrape-lite,j552895,WCC,datagen-8_4-fb,r560194,true,0.0,6.709,0.07
libgrape-lite,j552895,WCC,datagen-8_4-fb,r686221,true,0.0,6.691,0.075
libgrape-lite,j552895,WCC,datagen-8_4-fb,r839961,true,0.0,6.721,0.068
libgrape-lite,j641086,SSSP,datagen-8_2-zf,r466870,true,0.0,39.114,0.165
libgrape-lite,j641086,SSSP,datagen-8_2-zf,r871098,true,0.0,39.053,0.161
libgrape-lite,j641086,SSSP,datagen-8_2-zf,r862164,true,0.0,42.533,0.173
libgrape-lite,j725345,SSSP,datagen-8_1-fb,r921869,true,0.0,6.075,0.04
libgrape-lite,j725345,SSSP,datagen-8_1-fb,r599178,true,0.0,6.1,0.045
libgrape-lite,j725345,SSSP,datagen-8_1-fb,r894059,true,0.0,7.672,0.041
libgrape-lite,j746689,SSSP,datagen-8_0-fb,r661495,true,0.0,6.862,0.044
libgrape-lite,j746689,SSSP,datagen-8_0-fb,r557732,true,0.0,5.641,0.044
libgrape-lite,j746689,SSSP,datagen-8_0-fb,r771713,true,0.0,5.652,0.038
libgrape-lite,j713657,BFS,datagen-8_0-fb,r521025,true,0.001,4.898,0.024
libgrape-lite,j713657,BFS,datagen-8_0-fb,r703024,true,0.001,5.292,0.024
libgrape-lite,j713657,BFS,datagen-8_0-fb,r648577,true,0.001,4.83,0.039
libgrape-lite,j573716,BFS,datagen-8_3-zf,r663016,true,0.0,40.317,0.135
libgrape-lite,j573716,BFS,datagen-8_3-zf,r830260,true,0.0,40.785,0.142
libgrape-lite,j573716,BFS,datagen-8_3-zf,r654097,true,0.0,40.618,0.133
libgrape-lite,j897729,WCC,graph500-23,r543093,true,0.0,7.64,0.063
libgrape-lite,j897729,WCC,graph500-23,r636501,true,0.0,6.944,0.059
libgrape-lite,j897729,WCC,graph500-23,r584644,true,0.0,6.892,0.067
libgrape-lite,j811491,WCC,datagen-8_2-zf,r647484,true,0.0,34.168,0.099
libgrape-lite,j811491,WCC,datagen-8_2-zf,r873139,true,0.0,34.695,0.091
libgrape-lite,j811491,WCC,datagen-8_2-zf,r780148,true,0.0,36.71,0.099
libgrape-lite,j868378,CDLP,datagen-8_3-zf,r544253,true,0.0,41.333,0.404
libgrape-lite,j868378,CDLP,datagen-8_3-zf,r599490,true,0.0,41.11,0.421
libgrape-lite,j868378,CDLP,datagen-8_3-zf,r506514,true,0.0,41.444,0.417
libgrape-lite,j639151,LCC,datagen-8_2-zf,r797952,true,0.0,42.05,0.228
libgrape-lite,j639151,LCC,datagen-8_2-zf,r469504,true,0.0,38.815,0.225
libgrape-lite,j639151,LCC,datagen-8_2-zf,r726206,true,0.0,38.903,0.223
libgrape-lite,j677053,WCC,datagen-8_0-fb,r690324,true,0.001,4.94,0.033
libgrape-lite,j677053,WCC,datagen-8_0-fb,r559517,true,0.001,4.871,0.031
libgrape-lite,j677053,WCC,datagen-8_0-fb,r679458,true,0.001,4.838,0.032
libgrape-lite,j585798,LCC,graph500-23,r888879,true,0.0,9.117,1.791
libgrape-lite,j585798,LCC,graph500-23,r775474,true,0.0,9.145,1.791
libgrape-lite,j585798,LCC,graph500-23,r707076,true,0.0,9.187,1.793
libgrape-lite,j798779,PR,graph500-26,r583612,true,0.0,25.85,1.444
libgrape-lite,j798779,PR,graph500-26,r722908,true,0.0,25.777,1.476
libgrape-lite,j798779,PR,graph500-26,r639408,true,0.0,25.891,1.437
libgrape-lite,j616993,PR,datagen-sf3k-fb,r509710,true,0.0,27.024,1.423
libgrape-lite,j616993,PR,datagen-sf3k-fb,r661663,true,0.0,26.967,1.461
libgrape-lite,j616993,PR,datagen-sf3k-fb,r474261,true,0.0,26.894,1.436
libgrape-lite,j465398,BFS,datagen-9_3-zf,r649980,true,0.0,225.35,0.493
libgrape-lite,j465398,BFS,datagen-9_3-zf,r736950,true,0.0,275.598,0.497
libgrape-lite,j465398,BFS,datagen-9_3-zf,r701850,true,0.0,274.583,0.483
libgrape-lite,j916617,WCC,datagen-9_4-fb,r631676,true,0.0,22.254,0.315
libgrape-lite,j916617,WCC,datagen-9_4-fb,r497791,true,0.0,22.313,0.316
libgrape-lite,j916617,WCC,datagen-9_4-fb,r665065,true,0.0,22.313,0.324
libgrape-lite,j715902,WCC,datagen-9_2-zf,r489877,true,0.0,187.428,0.328
libgrape-lite,j715902,WCC,datagen-9_2-zf,r897961,true,0.0,187.435,0.329
libgrape-lite,j715902,WCC,datagen-9_2-zf,r639926,true,0.0,186.187,0.331
libgrape-lite,j898509,SSSP,datagen-9_3-zf,r545754,true,0.0,317.983,0.72
libgrape-lite,j898509,SSSP,datagen-9_3-zf,r713358,true,0.0,261.03,0.695
libgrape-lite,j898509,SSSP,datagen-9_3-zf,r869113,true,0.0,270.641,0.715
libgrape-lite,j901752,LCC,graph500-27,r805073,true,0.0,68.184,28.342
libgrape-lite,j901752,LCC,graph500-27,r720131,true,0.0,68.491,28.315
libgrape-lite,j901752,LCC,graph500-27,r576192,true,0.0,68.293,28.163
libgrape-lite,j602302,PR,datagen-9_0-fb,r527476,true,0.0,13.921,0.611
libgrape-lite,j602302,PR,datagen-9_0-fb,r749543,true,0.0,13.843,0.601
libgrape-lite,j602302,PR,datagen-9_0-fb,r618716,true,0.0,13.862,0.607
libgrape-lite,j488864,CDLP,graph500-26,r807370,true,0.0,23.009,0.892
libgrape-lite,j488864,CDLP,graph500-26,r663179,true,0.0,22.771,0.878
libgrape-lite,j488864,CDLP,graph500-26,r657416,true,0.0,22.688,0.901
libgrape-lite,j575648,LCC,datagen-9_3-zf,r507920,true,0.0,262.357,1.06
libgrape-lite,j575648,LCC,datagen-9_3-zf,r526017,true,0.0,295.117,1.062
libgrape-lite,j575648,LCC,datagen-9_3-zf,r774592,true,0.0,309.969,1.049
libgrape-lite,j762333,WCC,datagen-9_0-fb,r720609,true,0.0,12.688,0.148
libgrape-lite,j762333,WCC,datagen-9_0-fb,r502050,true,0.0,15.345,0.157
libgrape-lite,j762333,WCC,datagen-9_0-fb,r918506,true,0.0,12.711,0.148
libgrape-lite,j856195,LCC,datagen-9_1-fb,r517840,true,0.0,19.636,3.647
libgrape-lite,j856195,LCC,datagen-9_1-fb,r569735,true,0.0,19.428,3.665
libgrape-lite,j856195,LCC,datagen-9_1-fb,r496145,true,0.0,19.415,3.631
libgrape-lite,j628851,PR,twitter_mpi,r653047,true,0.0,37.059,2.93
libgrape-lite,j628851,PR,twitter_mpi,r508713,true,0.0,36.86,2.87
libgrape-lite,j628851,PR,twitter_mpi,r782762,true,0.0,37.251,2.856
libgrape-lite,j657174,BFS,twitter_mpi,r889703,true,0.0,37.027,0.223
libgrape-lite,j657174,BFS,twitter_mpi,r467235,true,0.0,70.859,0.223
libgrape-lite,j657174,BFS,twitter_mpi,r494861,true,0.0,36.814,0.222
libgrape-lite,j493548,LCC,datagen-9_4-fb,r778427,true,0.0,30.512,6.593
libgrape-lite,j493548,LCC,datagen-9_4-fb,r793428,true,0.0,30.541,6.572
libgrape-lite,j493548,LCC,datagen-9_4-fb,r788200,true,0.0,30.66,6.502
libgrape-lite,j812837,LCC,datagen-9_2-zf,r874386,true,0.0,254.965,0.854
libgrape-lite,j812837,LCC,datagen-9_2-zf,r814768,true,0.0,211.481,0.854
libgrape-lite,j812837,LCC,datagen-9_2-zf,r504833,true,0.0,213.16,0.868
libgrape-lite,j774897,LCC,datagen-9_0-fb,r640126,true,0.0,16.309,2.948
libgrape-lite,j774897,LCC,datagen-9_0-fb,r642503,true,0.0,19.041,2.975
libgrape-lite,j774897,LCC,datagen-9_0-fb,r830306,true,0.0,16.49,3.031
libgrape-lite,j599661,PR,datagen-9_1-fb,r780073,true,0.0,16.367,0.722
libgrape-lite,j599661,PR,datagen-9_1-fb,r518122,true,0.0,16.356,0.733
libgrape-lite,j599661,PR,datagen-9_1-fb,r690448,true,0.0,20.107,0.717
libgrape-lite,j899823,CDLP,datagen-9_1-fb,r543582,true,0.0,16.087,1.046
libgrape-lite,j899823,CDLP,datagen-9_1-fb,r810289,true,0.0,15.923,1.04
libgrape-lite,j899823,CDLP,datagen-9_1-fb,r571516,true,0.0,15.954,1.044
libgrape-lite,j496063,WCC,twitter_mpi,r857126,true,0.0,37.32,0.768
libgrape-lite,j496063,WCC,twitter_mpi,r861165,true,0.0,71.688,0.73
libgrape-lite,j496063,WCC,twitter_mpi,r722101,true,0.0,37.613,0.763
libgrape-lite,j512594,BFS,graph500-27,r830159,true,0.0,35.982,0.217
libgrape-lite,j512594,BFS,graph500-27,r645586,true,0.0,35.925,0.208
libgrape-lite,j512594,BFS,graph500-27,r756458,true,0.0,36.132,0.217
libgrape-lite,j780531,BFS,datagen-9_1-fb,r759462,true,0.0,14.921,0.061
libgrape-lite,j780531,BFS,datagen-9_1-fb,r789187,true,0.0,18.67,0.066
libgrape-lite,j780531,BFS,datagen-9_1-fb,r892414,true,0.0,14.938,0.063
libgrape-lite,j629278,SSSP,datagen-9_0-fb,r910201,true,0.0,25.04,0.145
libgrape-lite,j629278,SSSP,datagen-9_0-fb,r799823,true,0.0,16.028,0.144
libgrape-lite,j629278,SSSP,datagen-9_0-fb,r678337,true,0.0,15.885,0.143
libgrape-lite,j524258,BFS,graph500-26,r678334,true,0.0,21.945,0.146
libgrape-lite,j524258,BFS,graph500-26,r636420,true,0.0,21.994,0.136
libgrape-lite,j524258,BFS,graph500-26,r888062,true,0.0,22.123,0.145
libgrape-lite,j473806,LCC,com-friendster,r783189,true,0.0,65.202,9.613
libgrape-lite,j473806,LCC,com-friendster,r550480,true,0.0,73.65,9.943
libgrape-lite,j473806,LCC,com-friendster,r537635,true,0.0,65.111,9.318
libgrape-lite,j757615,CDLP,datagen-9_3-zf,r900748,true,0.0,230.651,1.744
libgrape-lite,j757615,CDLP,datagen-9_3-zf,r815430,true,0.0,279.545,1.721
libgrape-lite,j757615,CDLP,datagen-9_3-zf,r841094,true,0.0,228.95,1.73
libgrape-lite,j617020,BFS,datagen-9_2-zf,r673233,true,0.0,185.891,0.396
libgrape-lite,j617020,BFS,datagen-9_2-zf,r546138,true,0.0,191.288,0.418
libgrape-lite,j617020,BFS,datagen-9_2-zf,r799832,true,0.0,229.792,0.405
libgrape-lite,j509552,PR,datagen-9_3-zf,r699621,true,0.0,260.161,1.164
libgrape-lite,j509552,PR,datagen-9_3-zf,r664824,true,0.0,261.152,1.159
libgrape-lite,j509552,PR,datagen-9_3-zf,r877700,true,0.0,262.414,1.184
libgrape-lite,j788013,CDLP,datagen-sf3k-fb,r601030,true,0.0,25.98,2.163
libgrape-lite,j788013,CDLP,datagen-sf3k-fb,r670598,true,0.0,35.185,2.163
libgrape-lite,j788013,CDLP,datagen-sf3k-fb,r828193,true,0.0,26.073,2.16
libgrape-lite,j882125,BFS,com-friendster,r875654,true,0.0,36.555,0.293
libgrape-lite,j882125,BFS,com-friendster,r730838,true,0.0,36.421,0.287
libgrape-lite,j882125,BFS,com-friendster,r909186,true,0.0,36.618,0.307
libgrape-lite,j869682,BFS,datagen-9_0-fb,r839608,true,0.0,12.577,0.071
libgrape-lite,j869682,BFS,datagen-9_0-fb,r465804,true,0.0,12.553,0.064
libgrape-lite,j869682,BFS,datagen-9_0-fb,r590923,true,0.0,12.6,0.066
libgrape-lite,j666397,WCC,graph500-27,r567755,true,0.0,36.482,0.739
libgrape-lite,j666397,WCC,graph500-27,r562509,true,0.0,48.822,0.738
libgrape-lite,j666397,WCC,graph500-27,r856098,true,0.0,36.541,0.731
libgrape-lite,j689550,SSSP,datagen-9_1-fb,r477697,true,0.0,19.275,0.177
libgrape-lite,j689550,SSSP,datagen-9_1-fb,r461544,true,0.0,31.042,0.177
libgrape-lite,j689550,SSSP,datagen-9_1-fb,r692020,true,0.0,19.187,0.185
libgrape-lite,j776167,LCC,datagen-sf3k-fb,r747856,true,0.0,32.882,7.31
libgrape-lite,j776167,LCC,datagen-sf3k-fb,r892952,true,0.0,32.92,7.219
libgrape-lite,j776167,LCC,datagen-sf3k-fb,r609619,true,0.0,33.172,7.419
libgrape-lite,j576433,PR,com-friendster,r908428,true,0.0,59.209,2.812
libgrape-lite,j576433,PR,com-friendster,r841825,true,0.0,59.333,2.769
libgrape-lite,j576433,PR,com-friendster,r758899,true,0.0,59.099,2.765
libgrape-lite,j916083,WCC,datagen-sf3k-fb,r595734,true,0.0,23.812,0.379
libgrape-lite,j916083,WCC,datagen-sf3k-fb,r468552,true,0.0,24.053,0.368
libgrape-lite,j916083,WCC,datagen-sf3k-fb,r732148,true,0.0,33.175,0.373
libgrape-lite,j863376,WCC,com-friendster,r556362,true,0.0,37.139,0.836
libgrape-lite,j863376,WCC,com-friendster,r894557,true,0.0,49.648,0.856
libgrape-lite,j863376,WCC,com-friendster,r602754,true,0.0,36.831,0.847
libgrape-lite,j808130,CDLP,datagen-9_0-fb,r467622,true,0.0,13.535,0.839
libgrape-lite,j808130,CDLP,datagen-9_0-fb,r834790,true,0.0,13.238,0.845
libgrape-lite,j808130,CDLP,datagen-9_0-fb,r884138,true,0.0,13.443,0.84
libgrape-lite,j680708,SSSP,datagen-sf3k-fb,r818927,true,0.0,32.414,0.348
libgrape-lite,j680708,SSSP,datagen-sf3k-fb,r669498,true,0.0,32.3,0.335
libgrape-lite,j680708,SSSP,datagen-sf3k-fb,r669461,true,0.0,58.804,0.339
libgrape-lite,j574083,CDLP,datagen-9_2-zf,r581155,true,0.0,191.027,1.384
libgrape-lite,j574083,CDLP,datagen-9_2-zf,r639917,true,0.0,188.677,1.373
libgrape-lite,j574083,CDLP,datagen-9_2-zf,r643910,true,0.0,190.192,1.367
libgrape-lite,j519096,BFS,datagen-sf3k-fb,r840099,true,0.0,23.698,0.084
libgrape-lite,j519096,BFS,datagen-sf3k-fb,r608712,true,0.0,23.532,0.089
libgrape-lite,j519096,BFS,datagen-sf3k-fb,r779480,true,0.0,23.595,0.095
libgrape-lite,j721943,CDLP,com-friendster,r703230,true,0.0,51.439,2.778
libgrape-lite,j721943,CDLP,com-friendster,r510720,true,0.0,52.105,2.766
libgrape-lite,j721943,CDLP,com-friendster,r723095,true,0.0,51.968,2.762
libgrape-lite,j887281,PR,datagen-9_4-fb,r821329,true,0.0,24.952,1.285
libgrape-lite,j887281,PR,datagen-9_4-fb,r595305,true,0.0,24.999,1.283
libgrape-lite,j887281,PR,datagen-9_4-fb,r516260,true,0.0,25.103,1.274
libgrape-lite,j576300,PR,datagen-9_2-zf,r762920,true,0.0,221.221,0.972
libgrape-lite,j576300,PR,datagen-9_2-zf,r876465,true,0.0,215.601,0.99
libgrape-lite,j576300,PR,datagen-9_2-zf,r469074,true,0.0,215.06,0.977
libgrape-lite,j726558,WCC,datagen-9_1-fb,r633923,true,0.0,14.917,0.194
libgrape-lite,j726558,WCC,datagen-9_1-fb,r897101,true,0.0,14.894,0.193
libgrape-lite,j726558,WCC,datagen-9_1-fb,r586380,true,0.0,14.952,0.195
libgrape-lite,j907604,SSSP,datagen-9_2-zf,r569144,true,0.0,221.473,0.555
libgrape-lite,j907604,SSSP,datagen-9_2-zf,r600571,true,0.0,259.314,0.555
libgrape-lite,j907604,SSSP,datagen-9_2-zf,r500516,true,0.0,213.615,0.542
libgrape-lite,j604773,WCC,datagen-9_3-zf,r573535,true,0.0,227.184,0.423
libgrape-lite,j604773,WCC,datagen-9_3-zf,r788260,true,0.0,276.46,0.438
libgrape-lite,j604773,WCC,datagen-9_3-zf,r700895,true,0.0,226.284,0.431
libgrape-lite,j603682,LCC,twitter_mpi,r598906,true,0.0,62.225,21.044
libgrape-lite,j603682,LCC,twitter_mpi,r486462,true,0.0,52.312,20.891
libgrape-lite,j603682,LCC,twitter_mpi,r807675,true,0.0,52.43,20.778
libgrape-lite,j514710,WCC,graph500-26,r474060,true,0.0,27.837,0.36
libgrape-lite,j514710,WCC,graph500-26,r617439,true,0.0,22.437,0.379
libgrape-lite,j514710,WCC,graph500-26,r499689,true,0.0,22.105,0.374
libgrape-lite,j831959,CDLP,twitter_mpi,r475152,true,0.0,49.353,11.18
libgrape-lite,j831959,CDLP,twitter_mpi,r480295,true,0.0,39.889,11.058
libgrape-lite,j831959,CDLP,twitter_mpi,r887712,true,0.0,39.71,11.055
libgrape-lite,j491599,BFS,datagen-9_4-fb,r801979,true,0.0,21.987,0.081
libgrape-lite,j491599,BFS,datagen-9_4-fb,r562638,true,0.0,22.044,0.081
libgrape-lite,j491599,BFS,datagen-9_4-fb,r679409,true,0.0,30.098,0.092
libgrape-lite,j694896,LCC,graph500-26,r760877,true,0.0,41.921,12.486
libgrape-lite,j694896,LCC,graph500-26,r536148,true,0.0,36.281,12.48
libgrape-lite,j694896,LCC,graph500-26,r626095,true,0.0,36.38,12.606
libgrape-lite,j844069,SSSP,datagen-9_4-fb,r600355,true,0.0,53.395,0.304
libgrape-lite,j844069,SSSP,datagen-9_4-fb,r910501,true,0.0,29.807,0.312
libgrape-lite,j844069,SSSP,datagen-9_4-fb,r670423,true,0.0,29.733,0.332
libgrape-lite,j827226,CDLP,graph500-27,r797364,true,0.0,37.994,1.754
libgrape-lite,j827226,CDLP,graph500-27,r801969,true,0.0,38.416,1.739
libgrape-lite,j827226,CDLP,graph500-27,r475915,true,0.0,38.117,1.736
libgrape-lite,j866039,PR,graph500-27,r716116,true,0.0,43.094,2.354
libgrape-lite,j866039,PR,graph500-27,r659754,true,0.0,43.028,2.35
libgrape-lite,j866039,PR,graph500-27,r863609,true,0.0,55.471,2.401
libgrape-lite,j564013,CDLP,datagen-9_4-fb,r844374,true,0.0,24.039,1.911
libgrape-lite,j564013,CDLP,datagen-9_4-fb,r559966,true,0.0,32.214,1.914
libgrape-lite,j564013,CDLP,datagen-9_4-fb,r833436,true,0.0,24.275,1.912
libgrape-lite,j742053,WCC,datagen-7_5-fb,r637530,true,0.0,2.656,0.027
libgrape-lite,j742053,WCC,datagen-7_5-fb,r903203,true,0.0,2.627,0.018
libgrape-lite,j742053,WCC,datagen-7_5-fb,r690163,true,0.0,2.668,0.018
libgrape-lite,j772489,CDLP,datagen-7_6-fb,r865927,true,0.0,2.948,0.138
libgrape-lite,j772489,CDLP,datagen-7_6-fb,r492132,true,0.0,2.963,0.14
libgrape-lite,j772489,CDLP,datagen-7_6-fb,r519350,true,0.0,2.957,0.141
libgrape-lite,j614897,WCC,dota-league,r554596,true,0.0,2.061,0.015
libgrape-lite,j614897,WCC,dota-league,r788568,true,0.0,2.065,0.015
libgrape-lite,j614897,WCC,dota-league,r735586,true,0.0,2.096,0.014
libgrape-lite,j473197,PR,graph500-22,r757043,true,0.0,5.688,0.159
libgrape-lite,j473197,PR,graph500-22,r850934,true,0.0,5.719,0.156
libgrape-lite,j473197,PR,graph500-22,r498809,true,0.0,5.595,0.151
libgrape-lite,j691634,CDLP,datagen-7_9-fb,r870065,true,0.0,4.034,0.246
