platform,job,algorithm,dataset,run,success,load_time,makespan,processing_time
Geacompute,j766773,PR,datagen-8_6-fb,r851974,true,46.595,2.808,0.412
Geacompute,j839621,BFS,datagen-8_6-fb,r891323,true,46.595,2.429,0.024
Geacompute,j839621,BFS,datagen-8_6-fb,r532963,true,46.595,2.433,0.012
Geacompute,j839621,BFS,datagen-8_6-fb,r764956,true,46.595,2.424,0.011
Geacompute,j672705,SSSP,datagen-8_6-fb,r624137,true,66.591,4.339,0.125
Geacompute,j672705,SSSP,datagen-8_6-fb,r875879,true,66.591,3.594,0.124
Geacompute,j672705,SSSP,datagen-8_6-fb,r696559,true,66.591,3.575,0.128
Geacompute,j858906,SSSP,datagen-9_3-zf,r653560,true,162.144,27.169,1.072
Geacompute,j858906,SSSP,datagen-9_3-zf,r588374,true,162.144,24.366,1.006
Geacompute,j858906,SSSP,datagen-9_3-zf,r655551,true,162.144,29.276,0.761
Geacompute,j754748,CDLP,datagen-9_1-fb,r707220,true,69.107,4.864,1.314
Geacompute,j754748,CDLP,datagen-9_1-fb,r891338,true,69.107,5.054,1.197
Geacompute,j754748,CDLP,datagen-9_1-fb,r898150,true,69.107,5.135,1.172
Geacompute,j475047,SSSP,datagen-9_2-zf,r848217,true,141.201,33.32,0.708
Geacompute,j475047,SSSP,datagen-9_2-zf,r771394,true,141.201,20.642,0.682
Geacompute,j475047,SSSP,datagen-9_2-zf,r840876,true,141.201,21.364,0.77
Geacompute,j844289,PR,com-friendster,r650851,true,116.877,8.653,3.666
Geacompute,j844289,PR,com-friendster,r603625,true,116.877,8.719,3.515
Geacompute,j844289,PR,com-friendster,r919993,true,116.877,9.108,3.64
Geacompute,j876474,PR,datagen-8_9-fb,r816084,true,75.777,4.872,1.144
Geacompute,j876474,PR,datagen-8_9-fb,r706155,true,75.777,4.299,1.008
Geacompute,j876474,PR,datagen-8_9-fb,r624477,true,75.777,4.359,1.027
Geacompute,j895979,WCC,datagen-8_9-fb,r605972,true,75.777,3.476,0.104
Geacompute,j895979,WCC,datagen-8_9-fb,r485922,true,75.777,3.471,0.099
Geacompute,j895979,WCC,datagen-8_9-fb,r684629,true,75.777,3.476,0.105
Geacompute,j895420,BFS,datagen-8_9-fb,r690671,true,75.777,3.296,0.018
Geacompute,j895420,BFS,datagen-8_9-fb,r589270,true,75.777,3.509,0.1
Geacompute,j895420,BFS,datagen-8_9-fb,r710125,true,75.777,3.345,0.018
Geacompute,j859541,SSSP,datagen-8_9-fb,r520133,true,126.549,7.392,0.26
Geacompute,j859541,SSSP,datagen-8_9-fb,r853744,true,126.549,5.459,0.284
Geacompute,j859541,SSSP,datagen-8_9-fb,r575406,true,126.549,5.496,0.261
Geacompute,j909186,LCC,graph500-24,r682637,true,21.315,8.829,5.253
Geacompute,j909186,LCC,graph500-24,r545590,true,21.315,8.395,5.35
Geacompute,j909186,LCC,graph500-24,r600027,true,21.315,8.619,5.521
Geacompute,j484395,LCC,datagen-8_2-zf,r627017,true,18.002,4.382,0.248
Geacompute,j484395,LCC,datagen-8_2-zf,r485662,true,18.002,4.384,0.221
Geacompute,j484395,LCC,datagen-8_2-zf,r501932,true,18.002,4.172,0.281
Geacompute,j894875,BFS,datagen-8_4-fb,r595188,true,29.315,2.237,0.009
Geacompute,j894875,BFS,datagen-8_4-fb,r710978,true,29.315,2.24,0.009
Geacompute,j894875,BFS,datagen-8_4-fb,r797792,true,29.315,2.191,0.009
Geacompute,j880908,WCC,datagen-8_4-fb,r674073,true,29.315,2.247,0.046
Geacompute,j880908,WCC,datagen-8_4-fb,r773932,true,29.315,2.326,0.045
Geacompute,j880908,WCC,datagen-8_4-fb,r921243,true,29.315,2.297,0.046
Geacompute,j719173,PR,datagen-8_4-fb,r804461,true,29.315,2.447,0.234
Geacompute,j719173,PR,datagen-8_4-fb,r648654,true,29.315,2.424,0.232
Geacompute,j719173,PR,datagen-8_4-fb,r507876,true,29.315,2.416,0.226
Geacompute,j920583,SSSP,datagen-8_4-fb,r900597,true,47.456,3.395,0.064
Geacompute,j920583,SSSP,datagen-8_4-fb,r893946,true,47.456,3.113,0.068
Geacompute,j920583,SSSP,datagen-8_4-fb,r890831,true,47.456,3.085,0.065
Geacompute,j482465,PR,twitter_mpi,r482525,true,200.214,7.801,2.961
Geacompute,j482465,PR,twitter_mpi,r866520,true,200.214,7.923,2.841
Geacompute,j482465,PR,twitter_mpi,r484020,true,200.214,8.246,3.008
Geacompute,j725616,BFS,graph500-25,r879474,true,48.31,3.82,0.049
Geacompute,j725616,BFS,graph500-25,r888077,true,48.31,3.823,0.05
Geacompute,j725616,BFS,graph500-25,r565561,true,48.31,3.864,0.049
Geacompute,j518725,PR,graph500-25,r842122,true,48.31,4.919,1.139
Geacompute,j518725,PR,graph500-25,r520770,true,48.31,4.96,1.155
Geacompute,j518725,PR,graph500-25,r522237,true,48.31,4.944,1.158
Geacompute,j902878,CDLP,datagen-8_6-fb,r729664,true,35.819,3.683,0.679
Geacompute,j902878,CDLP,datagen-8_6-fb,r489829,true,35.819,4.006,0.665
Geacompute,j902878,CDLP,datagen-8_6-fb,r697253,true,35.819,3.903,0.691
Geacompute,j847351,SSSP,datagen-9_1-fb,r523419,true,136.521,5.242,0.282
Geacompute,j847351,SSSP,datagen-9_1-fb,r547077,true,136.521,5.427,0.309
Geacompute,j847351,SSSP,datagen-9_1-fb,r854318,true,136.521,5.591,0.448
Geacompute,j728600,LCC,datagen-7_8-zf,r605535,true,11.284,3.222,0.145
Geacompute,j728600,LCC,datagen-7_8-zf,r600268,true,11.284,3.527,0.164
Geacompute,j728600,LCC,datagen-7_8-zf,r555872,true,11.284,3.165,0.161
Geacompute,j707287,LCC,datagen-9_3-zf,r543914,true,161.666,17.009,0.528
Geacompute,j707287,LCC,datagen-9_3-zf,r667384,true,161.666,17.325,0.526
Geacompute,j707287,LCC,datagen-9_3-zf,r526089,true,161.666,17.377,0.543
Geacompute,j689811,CDLP,datagen-9_3-zf,r497130,true,161.666,25.758,1.843
Geacompute,j689811,CDLP,datagen-9_3-zf,r613331,true,161.666,25.033,1.831
Geacompute,j689811,CDLP,datagen-9_3-zf,r463029,true,161.666,24.876,1.9
Geacompute,j768120,WCC,datagen-7_8-zf,r701868,true,13.769,5.122,0.166
Geacompute,j768120,WCC,datagen-7_8-zf,r479796,true,13.769,5.088,0.164
Geacompute,j768120,WCC,datagen-7_8-zf,r670351,true,13.769,5.074,0.17
Geacompute,j654934,LCC,graph500-29,r630613,true,399.141,92.209,77.425
Geacompute,j654934,LCC,graph500-29,r489843,true,399.141,93.028,77.579
Geacompute,j654934,LCC,graph500-29,r870653,true,399.141,93.124,78.121
Geacompute,j491511,PR,graph500-29,r671880,true,399.141,24.922,10.554
Geacompute,j491511,PR,graph500-29,r585433,true,399.141,25.817,10.883
Geacompute,j491511,PR,graph500-29,r847907,true,399.141,25.433,10.852
Geacompute,j597398,WCC,graph500-29,r551439,true,399.141,15.097,1.284
Geacompute,j597398,WCC,graph500-29,r670871,true,399.141,16.182,1.388
Geacompute,j597398,WCC,graph500-29,r697126,true,399.141,15.213,1.237
Geacompute,j696815,PR,datagen-9_2-zf,r725030,true,152.654,23.338,0.983
Geacompute,j696815,PR,datagen-9_2-zf,r562031,true,152.654,22.036,0.955
Geacompute,j696815,PR,datagen-9_2-zf,r555260,true,152.654,22.507,0.968
Geacompute,j580496,LCC,dota-league,r885339,true,9.274,6.166,3.794
Geacompute,j580496,LCC,dota-league,r761364,true,9.274,6.157,3.796
Geacompute,j580496,LCC,dota-league,r634538,true,9.274,6.177,3.787
Geacompute,j482700,LCC,datagen-9_2-zf,r560483,true,114.16,16.354,0.608
Geacompute,j482700,LCC,datagen-9_2-zf,r866271,true,114.16,15.558,0.611
Geacompute,j482700,LCC,datagen-9_2-zf,r765724,true,114.16,15.262,0.615
Geacompute,j463811,SSSP,datagen-7_6-fb,r540162,true,11.964,1.829,0.013
Geacompute,j463811,SSSP,datagen-7_6-fb,r515880,true,11.964,1.857,0.011
Geacompute,j463811,SSSP,datagen-7_6-fb,r680853,true,11.964,1.828,0.011
Geacompute,j532002,PR,datagen-7_6-fb,r679905,true,9.674,1.722,0.028
Geacompute,j532002,PR,datagen-7_6-fb,r637473,true,9.674,1.693,0.028
Geacompute,j532002,PR,datagen-7_6-fb,r675958,true,9.674,1.714,0.027
Geacompute,j852426,LCC,datagen-7_6-fb,r557262,true,9.674,1.893,0.154
Geacompute,j852426,LCC,datagen-7_6-fb,r836148,true,9.674,1.87,0.15
Geacompute,j852426,LCC,datagen-7_6-fb,r480508,true,9.674,1.843,0.153
Geacompute,j650508,CDLP,datagen-7_6-fb,r634355,true,9.674,1.824,0.114
Geacompute,j650508,CDLP,datagen-7_6-fb,r858232,true,9.674,1.795,0.154
Geacompute,j650508,CDLP,datagen-7_6-fb,r520725,true,9.674,1.779,0.109
Geacompute,j710529,LCC,datagen-8_4-fb,r483221,true,21.615,3.943,1.095
Geacompute,j710529,LCC,datagen-8_4-fb,r721058,true,21.615,4.175,1.043
Geacompute,j710529,LCC,datagen-8_4-fb,r675158,true,21.615,4.086,1.159
Geacompute,j467628,LCC,datagen-8_0-fb,r535171,true,18.004,2.43,0.393
Geacompute,j467628,LCC,datagen-8_0-fb,r857164,true,18.004,2.42,0.398
Geacompute,j467628,LCC,datagen-8_0-fb,r474148,true,18.004,2.383,0.395
Geacompute,j778919,WCC,datagen-8_0-fb,r640723,true,18.004,1.975,0.017
Geacompute,j778919,WCC,datagen-8_0-fb,r610514,true,18.004,1.994,0.013
Geacompute,j778919,WCC,datagen-8_0-fb,r492415,true,18.004,1.962,0.014
Geacompute,j555984,PR,datagen-8_0-fb,r609026,true,18.004,2.065,0.084
Geacompute,j555984,PR,datagen-8_0-fb,r521502,true,18.004,2.02,0.083
Geacompute,j555984,PR,datagen-8_0-fb,r586129,true,18.004,2.033,0.082
Geacompute,j916697,BFS,datagen-8_0-fb,r500297,true,18.004,1.974,0.006
Geacompute,j916697,BFS,datagen-8_0-fb,r761752,true,18.004,1.98,0.007
Geacompute,j916697,BFS,datagen-8_0-fb,r678610,true,18.004,1.93,0.006
Geacompute,j804381,SSSP,datagen-8_0-fb,r851782,true,20.461,2.157,0.023
Geacompute,j804381,SSSP,datagen-8_0-fb,r795839,true,20.461,2.177,0.023
Geacompute,j804381,SSSP,datagen-8_0-fb,r641115,true,20.461,2.145,0.023
Geacompute,j705007,PR,datagen-8_8-zf,r516683,true,52.22,12.158,0.916
Geacompute,j705007,PR,datagen-8_8-zf,r838474,true,52.22,11.605,0.928
Geacompute,j705007,PR,datagen-8_8-zf,r503129,true,52.22,11.796,0.929
Geacompute,j730394,CDLP,datagen-8_3-zf,r558567,true,20.082,5.391,0.544
Geacompute,j730394,CDLP,datagen-8_3-zf,r787025,true,20.082,5.219,0.524
Geacompute,j730394,CDLP,datagen-8_3-zf,r920688,true,20.082,5.729,0.752
Geacompute,j756193,LCC,datagen-8_3-zf,r658211,true,20.082,4.625,0.229
Geacompute,j756193,LCC,datagen-8_3-zf,r794864,true,20.082,4.747,0.243
Geacompute,j756193,LCC,datagen-8_3-zf,r519487,true,20.082,4.591,0.228
Geacompute,j649896,PR,datagen-9_0-fb,r748159,true,102.707,6.188,1.55
Geacompute,j649896,PR,datagen-9_0-fb,r493578,true,102.707,5.171,1.254
Geacompute,j649896,PR,datagen-9_0-fb,r660754,true,102.707,5.281,1.269
Geacompute,j880295,WCC,datagen-9_0-fb,r480566,true,102.707,4.156,0.105
Geacompute,j880295,WCC,datagen-9_0-fb,r831688,true,102.707,4.168,0.119
Geacompute,j880295,WCC,datagen-9_0-fb,r555053,true,102.707,4.158,0.109
Geacompute,j649801,BFS,datagen-9_0-fb,r774841,true,102.707,3.987,0.022
Geacompute,j649801,BFS,datagen-9_0-fb,r500599,true,102.707,4.178,0.03
Geacompute,j649801,BFS,datagen-9_0-fb,r717059,true,102.707,3.965,0.022
Geacompute,j877554,LCC,datagen-9_4-fb,r694994,true,117.692,8.718,3.958
Geacompute,j877554,LCC,datagen-9_4-fb,r840498,true,117.692,9.075,4.28
Geacompute,j877554,LCC,datagen-9_4-fb,r761550,true,117.692,9.049,3.933
Geacompute,j571322,CDLP,datagen-9_4-fb,r594539,true,117.692,8.834,1.605
Geacompute,j571322,CDLP,datagen-9_4-fb,r874363,true,117.692,5.83,1.647
Geacompute,j571322,CDLP,datagen-9_4-fb,r619826,true,117.692,6.083,1.559
Geacompute,j918080,BFS,datagen-7_6-fb,r597219,true,11.466,1.328,0.005
Geacompute,j918080,BFS,datagen-7_6-fb,r472120,true,11.466,1.31,0.005
Geacompute,j918080,BFS,datagen-7_6-fb,r663589,true,11.466,1.326,0.006
Geacompute,j732621,WCC,datagen-7_6-fb,r707434,true,11.466,1.323,0.009
Geacompute,j732621,WCC,datagen-7_6-fb,r879710,true,11.466,1.313,0.009
Geacompute,j732621,WCC,datagen-7_6-fb,r574480,true,11.466,1.318,0.008
Geacompute,j484350,WCC,datagen-8_7-zf,r480537,true,46.091,11.804,0.462
Geacompute,j484350,WCC,datagen-8_7-zf,r531599,true,46.091,11.743,0.396
Geacompute,j484350,WCC,datagen-8_7-zf,r700728,true,46.091,11.957,0.414
Geacompute,j705822,PR,datagen-8_7-zf,r873477,true,44.831,9.716,0.876
Geacompute,j705822,PR,datagen-8_7-zf,r570699,true,44.831,9.66,0.877
Geacompute,j705822,PR,datagen-8_7-zf,r641684,true,44.831,9.613,0.873
Geacompute,j613547,BFS,datagen-8_7-zf,r735981,true,44.831,8.995,0.169
Geacompute,j613547,BFS,datagen-8_7-zf,r831508,true,44.831,8.956,0.17
Geacompute,j613547,BFS,datagen-8_7-zf,r878546,true,44.831,9.348,0.171
Geacompute,j579268,LCC,datagen-9_1-fb,r509490,true,68.115,6.679,2.865
Geacompute,j579268,LCC,datagen-9_1-fb,r498459,true,68.115,6.302,2.772
Geacompute,j579268,LCC,datagen-9_1-fb,r577842,true,68.115,6.369,2.792
Geacompute,j812939,BFS,datagen-8_8-zf,r508342,true,50.589,10.327,0.23
Geacompute,j812939,BFS,datagen-8_8-zf,r874613,true,50.589,9.688,0.226
Geacompute,j812939,BFS,datagen-8_8-zf,r647996,true,50.589,9.69,0.246
Geacompute,j537336,LCC,graph500-25,r574580,true,34.738,12.713,8.7
Geacompute,j537336,LCC,graph500-25,r498151,true,34.738,13.032,9.042
Geacompute,j537336,LCC,graph500-25,r781695,true,34.738,12.672,8.634
Geacompute,j526396,CDLP,graph500-25,r580685,true,34.738,4.46,1.146
Geacompute,j526396,CDLP,graph500-25,r572002,true,34.738,4.126,0.854
Geacompute,j526396,CDLP,graph500-25,r634979,true,34.738,4.31,1.016
Geacompute,j874026,WCC,datagen-9_3-zf,r563630,true,126.456,30.989,4.853
Geacompute,j874026,WCC,datagen-9_3-zf,r628095,true,126.456,28.343,1.45
Geacompute,j874026,WCC,datagen-9_3-zf,r849600,true,126.456,31.87,0.937
Geacompute,j730846,SSSP,datagen-8_7-zf,r511349,true,54.689,9.637,0.418
Geacompute,j730846,SSSP,datagen-8_7-zf,r592347,true,54.689,9.055,0.417
Geacompute,j730846,SSSP,datagen-8_7-zf,r727366,true,54.689,9.632,0.582
Geacompute,j809678,WCC,datagen-8_8-zf,r669719,true,54.92,15.405,0.535
Geacompute,j809678,WCC,datagen-8_8-zf,r854084,true,54.92,15.852,0.536
Geacompute,j809678,WCC,datagen-8_8-zf,r553853,true,54.92,16.144,0.547
Geacompute,j757321,LCC,twitter_mpi,r540104,true,161.704,50.803,44.714
Geacompute,j757321,LCC,twitter_mpi,r462631,true,161.704,50.615,44.318
Geacompute,j757321,LCC,twitter_mpi,r879506,true,161.704,50.609,44.315
Geacompute,j530343,CDLP,twitter_mpi,r538337,true,161.704,11.32,5.771
Geacompute,j530343,CDLP,twitter_mpi,r670491,true,161.704,10.9,5.795
Geacompute,j530343,CDLP,twitter_mpi,r707562,true,161.704,10.445,5.719
Geacompute,j868796,CDLP,datagen-8_9-fb,r536104,true,48.717,4.75,1.241
Geacompute,j868796,CDLP,datagen-8_9-fb,r598822,true,48.717,4.384,0.835
Geacompute,j868796,CDLP,datagen-8_9-fb,r861869,true,48.717,4.353,0.87
Geacompute,j841094,LCC,datagen-8_9-fb,r534521,true,48.717,5.805,2.284
Geacompute,j841094,LCC,datagen-8_9-fb,r676736,true,48.717,5.829,2.279
Geacompute,j841094,LCC,datagen-8_9-fb,r718759,true,48.717,5.883,2.323
Geacompute,j912700,PR,datagen-7_8-zf,r691421,true,11.634,2.521,0.153
Geacompute,j912700,PR,datagen-7_8-zf,r839194,true,11.634,2.598,0.156
Geacompute,j912700,PR,datagen-7_8-zf,r828136,true,11.634,2.532,0.155
Geacompute,j783590,CDLP,datagen-7_8-zf,r847102,true,11.634,2.634,0.233
Geacompute,j783590,CDLP,datagen-7_8-zf,r520781,true,11.634,2.555,0.232
Geacompute,j783590,CDLP,datagen-7_8-zf,r760874,true,11.634,2.55,0.23
Geacompute,j851787,BFS,datagen-7_8-zf,r850329,true,11.634,2.64,0.04
Geacompute,j851787,BFS,datagen-7_8-zf,r698606,true,11.634,4.903,0.053
Geacompute,j851787,BFS,datagen-7_8-zf,r562223,true,11.634,2.705,0.038
Geacompute,j564776,SSSP,datagen-7_8-zf,r917357,true,14.341,2.969,0.087
Geacompute,j564776,SSSP,datagen-7_8-zf,r715567,true,14.341,2.952,0.081
Geacompute,j564776,SSSP,datagen-7_8-zf,r840604,true,14.341,2.853,0.064
Geacompute,j764917,CDLP,datagen-8_8-zf,r637677,true,46.592,10.957,1.305
Geacompute,j764917,CDLP,datagen-8_8-zf,r629111,true,46.592,10.579,1.019
Geacompute,j764917,CDLP,datagen-8_8-zf,r872200,true,46.592,10.979,1.068
Geacompute,j806080,LCC,datagen-8_8-zf,r603823,true,46.592,8.411,0.446
Geacompute,j806080,LCC,datagen-8_8-zf,r560617,true,46.592,8.293,0.425
Geacompute,j806080,LCC,datagen-8_8-zf,r836161,true,46.592,8.585,0.439
Geacompute,j472372,BFS,datagen-sf10k-fb,r547377,true,456.229,7.014,0.487
Geacompute,j472372,BFS,datagen-sf10k-fb,r526389,true,456.229,6.971,0.48
Geacompute,j472372,BFS,datagen-sf10k-fb,r869362,true,456.229,7.037,0.451
Geacompute,j657953,WCC,datagen-sf10k-fb,r897939,true,456.229,8.789,0.428
Geacompute,j657953,WCC,datagen-sf10k-fb,r634464,true,456.229,7.971,0.388
Geacompute,j657953,WCC,datagen-sf10k-fb,r862754,true,456.229,8.325,0.458
Geacompute,j882303,PR,datagen-sf10k-fb,r827312,true,456.229,9.982,2.837
Geacompute,j882303,PR,datagen-sf10k-fb,r601302,true,456.229,10.733,2.854
Geacompute,j882303,PR,datagen-sf10k-fb,r582388,true,456.229,10.252,2.82
Geacompute,j893992,LCC,datagen-7_9-fb,r502122,true,13.426,2.174,0.313
Geacompute,j893992,LCC,datagen-7_9-fb,r652920,true,13.426,2.158,0.31
Geacompute,j893992,LCC,datagen-7_9-fb,r540056,true,13.426,2.131,0.306
Geacompute,j461859,PR,datagen-7_9-fb,r736485,true,13.426,1.893,0.064
Geacompute,j461859,PR,datagen-7_9-fb,r736199,true,13.426,1.913,0.061
Geacompute,j461859,PR,datagen-7_9-fb,r873783,true,13.426,1.845,0.057
Geacompute,j513751,SSSP,datagen-7_9-fb,r682467,true,19.387,2.085,0.018
Geacompute,j513751,SSSP,datagen-7_9-fb,r535868,true,19.387,4.01,0.018
Geacompute,j513751,SSSP,datagen-7_9-fb,r802535,true,19.387,2.085,0.018
Geacompute,j560157,BFS,datagen-7_9-fb,r561643,true,13.426,1.824,0.006
Geacompute,j560157,BFS,datagen-7_9-fb,r724208,true,13.426,1.759,0.006
Geacompute,j560157,BFS,datagen-7_9-fb,r705101,true,13.426,1.775,0.006
Geacompute,j837156,CDLP,datagen-7_9-fb,r555472,true,13.426,2.028,0.222
Geacompute,j837156,CDLP,datagen-7_9-fb,r731364,true,13.426,1.968,0.221
Geacompute,j837156,CDLP,datagen-7_9-fb,r919473,true,13.426,1.995,0.223
Geacompute,j769289,WCC,graph500-24,r620283,true,26.574,2.537,0.13
Geacompute,j769289,WCC,graph500-24,r905632,true,26.574,2.604,0.126
Geacompute,j769289,WCC,graph500-24,r873155,true,26.574,2.584,0.127
Geacompute,j840472,BFS,graph500-24,r568410,true,26.574,2.422,0.031
Geacompute,j840472,BFS,graph500-24,r697369,true,26.574,2.462,0.032
Geacompute,j840472,BFS,graph500-24,r687519,true,26.574,2.437,0.032
Geacompute,j856275,PR,graph500-24,r806780,true,26.574,2.933,0.518
Geacompute,j856275,PR,graph500-24,r488156,true,26.574,2.91,0.513
Geacompute,j856275,PR,graph500-24,r502877,true,26.574,2.927,0.526
Geacompute,j847650,CDLP,graph500-24,r477016,true,26.574,2.856,0.55
Geacompute,j847650,CDLP,graph500-24,r911745,true,26.574,2.86,0.562
Geacompute,j847650,CDLP,graph500-24,r755886,true,26.574,2.855,0.56
Geacompute,j466196,SSSP,datagen-9_4-fb,r596551,true,201.868,4.422,0.506
Geacompute,j466196,SSSP,datagen-9_4-fb,r905809,true,201.868,4.701,0.482
Geacompute,j466196,SSSP,datagen-9_4-fb,r534294,true,201.868,4.791,0.457
Geacompute,j904974,PR,datagen-9_4-fb,r538768,true,128.775,5.459,1.647
Geacompute,j904974,PR,datagen-9_4-fb,r584914,true,128.775,5.662,1.686
Geacompute,j904974,PR,datagen-9_4-fb,r468828,true,128.775,5.384,1.659
Geacompute,j783656,WCC,datagen-8_3-zf,r648006,true,26.475,7.988,0.303
Geacompute,j783656,WCC,datagen-8_3-zf,r904298,true,26.475,8.216,0.307
Geacompute,j783656,WCC,datagen-8_3-zf,r488234,true,26.475,8.171,0.28
Geacompute,j784585,SSSP,datagen-8_3-zf,r675329,true,39.706,8.198,0.361
Geacompute,j784585,SSSP,datagen-8_3-zf,r709333,true,39.706,8.216,0.264
Geacompute,j784585,SSSP,datagen-8_3-zf,r813759,true,39.706,7.991,0.277
Geacompute,j688517,CDLP,datagen-7_7-zf,r497431,true,10.126,2.44,0.186
Geacompute,j688517,CDLP,datagen-7_7-zf,r600761,true,10.126,2.475,0.191
Geacompute,j688517,CDLP,datagen-7_7-zf,r736853,true,10.126,2.45,0.187
Geacompute,j682777,PR,datagen-7_7-zf,r833461,true,10.126,2.484,0.157
Geacompute,j682777,PR,datagen-7_7-zf,r790270,true,10.126,2.44,0.133
Geacompute,j682777,PR,datagen-7_7-zf,r777268,true,10.126,2.509,0.131
Geacompute,j759550,LCC,datagen-7_7-zf,r525642,true,10.126,2.532,0.13
Geacompute,j759550,LCC,datagen-7_7-zf,r553168,true,10.126,2.51,0.124
Geacompute,j759550,LCC,datagen-7_7-zf,r584686,true,10.126,2.489,0.123
Geacompute,j692085,SSSP,datagen-7_7-zf,r882100,true,11.594,4.288,0.057
Geacompute,j692085,SSSP,datagen-7_7-zf,r737326,true,11.594,2.439,0.055
Geacompute,j692085,SSSP,datagen-7_7-zf,r898807,true,11.594,2.557,0.065
